"kind","line","snippet"
"addEventListener","3586","document.getElementById('userAuthExit')?.addEventListener('click',async()=>{if(confirm('UEP를 종료할까요?'))await window.schoolBoard?.close?.();}); document.getElementById('rememberedUserContinue')?.addEventListener('click',async()=>{const account=findUserAccount(remembered.name,remembered.email);if(!account)return renderUserAuthGate({switchUser:true});state.auth.user=accountToSession(account);await save();hideUserAuthGate();navigate(state.activePage||'dashboard');}); document.getElementById('userAuthForm')?.addEventListener('submit',async event=>{event.preventDefault();const name=document.getElementById('userAuthName')?.value,email=document.getElementById('userAuthEmail')?.value;const account=findUserAccount(name,email);if(!account){authGateMessage(userAuthFailureMessage(name,email));return;}const user=accountToSession(account),remember=Boolean(document.getElementById('userAuthRemember')?.checked);state.auth.user=user;state.auth.rememberUser=remember;state.auth.rememberedUser=remember?{id:user.id,name:user.name,email:user.email}:null;state.settings.userProfile={...state.settings.userProfile,...user};state.settings.loginUserName=user.name;await save();hideUserAuthGate();navigate(state.activePage||'dashboard');}); } async function restoreRememberedSessionImmediately(){"
"addEventListener","3628","function closeAccountPopover(){document.querySelector('.account-popover')?.remove();} function openAccountPopover(){ closeAccountPopover();const p=currentUserProfile(),profile=document.querySelector('.profile');if(!profile||!authSessionReady)return;const pop=document.createElement('div');pop.className='account-popover';pop.innerHTML=`<div class=""account-popover-head""><span>${escapeHtml((p.name||'U').slice(0,1))}</span><div><b>${escapeHtml(p.name||'사용자')}</b><small>${escapeHtml([p.department,currentRoleDisplay()].filter(Boolean).join(' · '))}</small><em>${escapeHtml(maskEmail(p.email))}</em></div></div><button data-account-lock>화면 잠금<small>현재 화면을 가립니다</small></button><button data-account-switch>다른 사용자로 전환<small>교사명·이메일 다시 입력</small></button><button class=""danger"" data-account-logout>로그아웃<small>자동 로그인도 해제</small></button>`;document.body.appendChild(pop);const r=profile.getBoundingClientRect();pop.style.left=`${Math.max(12,r.left)}px`;pop.style.bottom=`${Math.max(12,window.innerHeight-r.top+8)}px`;pop.querySelector('[data-account-lock]').onclick=lockCurrentUser;pop.querySelector('[data-account-switch]').onclick=switchCurrentUser;pop.querySelector('[data-account-logout]').onclick=logoutCurrentUser;setTimeout(()=>document.addEventListener('pointerdown',accountPopoverOutside,{once:true}),0); } function accountPopoverOutside(event){if(!event.target.closest('.account-popover')&&!event.target.closest('.profile'))closeAccountPopover();}"
"addEventListener","3800","pageContent.innerHTML=`<div class=""setup-main-shell setup-wizard-shell setup-wizard-v07639""><header class=""setup-main-header""><div><small>UEP SECURE ONBOARDING</small><h2>처음부터 끝까지 이 화면 안에서만 설정합니다</h2><p>설정이 완료되기 전에는 학생정보·성적·출결·생활기록부 등 다른 UEP 화면으로 이동할 수 없습니다.</p></div><span>STEP ${setupWizardStep+1} / ${SETUP_WIZARD_STEPS.length}</span></header><div class=""setup-wizard-progress"">${progress}</div><section class=""setup-wizard-stage ${setupWizardPreview?'preview-mode':''}""><div class=""setup-wizard-icon"">${item.icon}</div><small>STEP ${setupWizardStep+1} / ${SETUP_WIZARD_STEPS.length}</small><h2>${escapeHtml(item.title)}</h2><p>${escapeHtml(item.desc)}</p><div class=""setup-wizard-summary"">${escapeHtml(item.body)}</div>${extra}</section><footer><button class=""btn secondary"" data-setup-prev ${setupWizardStep===0?'disabled':''}>이전</button>${setupWizardStep<SETUP_WIZARD_STEPS.length-1?'<button class=""btn primary"" data-setup-next>다음</button>':'<button class=""btn primary"" data-setup-finish>설정 저장 후 승인 단계로</button>'}</footer></div>`; $(""[data-wizard-hong]"")?.addEventListener(""click"",()=>{ $(""#wizardUserName"").value=""홍석민""; $(""#wizardRole"").value=""admin"";"
"addEventListener","3805","$(""#wizardSecondaryRole"").value=""grade_head""; }); $(""[data-wizard-google]"")?.addEventListener(""click"",async()=>{await selectGoogleCredential();renderSetupWizard();}); $(""[data-wizard-sync]"")?.addEventListener(""click"",async()=>{const button=$(""[data-wizard-sync]"");if(button){button.disabled=true;button.textContent=""새로고침 중…"";}const result=await window.schoolBoard?.previewReadonlySync?.();if(result?.ok){const cached=await window.schoolBoard?.readReadonlyCache?.();if(cached?.ok){readonlyCache=cached.data;googleConnectionError="""";}}else if(result){googleConnectionError=result.reason||""Google 최신 동기화를 확인하세요. 마지막 저장 자료는 계속 사용할 수 있습니다."";}renderSetupWizard();}); $(""[data-wizard-neis-load]"")?.addEventListener(""click"",async()=>{"
"addEventListener","3806","}); $(""[data-wizard-google]"")?.addEventListener(""click"",async()=>{await selectGoogleCredential();renderSetupWizard();}); $(""[data-wizard-sync]"")?.addEventListener(""click"",async()=>{const button=$(""[data-wizard-sync]"");if(button){button.disabled=true;button.textContent=""새로고침 중…"";}const result=await window.schoolBoard?.previewReadonlySync?.();if(result?.ok){const cached=await window.schoolBoard?.readReadonlyCache?.();if(cached?.ok){readonlyCache=cached.data;googleConnectionError="""";}}else if(result){googleConnectionError=result.reason||""Google 최신 동기화를 확인하세요. 마지막 저장 자료는 계속 사용할 수 있습니다."";}renderSetupWizard();}); $(""[data-wizard-neis-load]"")?.addEventListener(""click"",async()=>{ const school=$(""#wizardNeisSchool"")?.value.trim()||""운호고등학교"";"
"addEventListener","3807","$(""[data-wizard-google]"")?.addEventListener(""click"",async()=>{await selectGoogleCredential();renderSetupWizard();}); $(""[data-wizard-sync]"")?.addEventListener(""click"",async()=>{const button=$(""[data-wizard-sync]"");if(button){button.disabled=true;button.textContent=""새로고침 중…"";}const result=await window.schoolBoard?.previewReadonlySync?.();if(result?.ok){const cached=await window.schoolBoard?.readReadonlyCache?.();if(cached?.ok){readonlyCache=cached.data;googleConnectionError="""";}}else if(result){googleConnectionError=result.reason||""Google 최신 동기화를 확인하세요. 마지막 저장 자료는 계속 사용할 수 있습니다."";}renderSetupWizard();}); $(""[data-wizard-neis-load]"")?.addEventListener(""click"",async()=>{ const school=$(""#wizardNeisSchool"")?.value.trim()||""운호고등학교""; const grade=$(""#wizardNeisGrade"")?.value||currentUserProfile().grade||""1"";"
"addEventListener","3821","toast(neisData?.ok?""마법사 내부 미리보기용 시간표를 가져왔습니다."":""NEIS 조회 결과를 확인하세요.""); }); $(""[data-wizard-neis-open]"")?.addEventListener(""click"",()=>{ const date=$(""#wizardNeisDate"")?.value||dateKey(today); const grade=$(""#wizardNeisGrade"")?.value||currentUserProfile().grade||""1"";"
"addEventListener","3830","renderSetupWizard(); }); $(""[data-wizard-preview-back]"")?.addEventListener(""click"",()=>{setupWizardPreview="""";renderSetupWizard();}); $(""[data-setup-prev]"")?.addEventListener(""click"",()=>{saveWizardCurrentStep();setupWizardPreview="""";if(setupWizardStep>0){setupWizardStep--;renderSetupWizard();}}); $(""[data-setup-next]"")?.addEventListener(""click"",()=>{"
"addEventListener","3831","}); $(""[data-wizard-preview-back]"")?.addEventListener(""click"",()=>{setupWizardPreview="""";renderSetupWizard();}); $(""[data-setup-prev]"")?.addEventListener(""click"",()=>{saveWizardCurrentStep();setupWizardPreview="""";if(setupWizardStep>0){setupWizardStep--;renderSetupWizard();}}); $(""[data-setup-next]"")?.addEventListener(""click"",()=>{ if(setupWizardStep===1&&!String($(""#wizardUserName"")?.value||"""").trim()) return toast(""사용자 이름을 입력해 주세요."");"
"addEventListener","3832","$(""[data-wizard-preview-back]"")?.addEventListener(""click"",()=>{setupWizardPreview="""";renderSetupWizard();}); $(""[data-setup-prev]"")?.addEventListener(""click"",()=>{saveWizardCurrentStep();setupWizardPreview="""";if(setupWizardStep>0){setupWizardStep--;renderSetupWizard();}}); $(""[data-setup-next]"")?.addEventListener(""click"",()=>{ if(setupWizardStep===1&&!String($(""#wizardUserName"")?.value||"""").trim()) return toast(""사용자 이름을 입력해 주세요.""); if(setupWizardStep===2){"
"addEventListener","3844","renderSetupWizard(); }); $(""[data-setup-finish]"")?.addEventListener(""click"",()=>{ saveWizardCurrentStep(); state.settings.setupCompleted=true;"
"addEventListener","3965","document.body.appendChild(layer); const close=()=>layer.remove(); layer.querySelectorAll('[data-access-close]').forEach(b=>b.onclick=close); layer.onclick=e=>{if(e.target===layer)close();}; layer.querySelector('[data-access-refresh]')?.addEventListener('click',async()=>{const result=await window.schoolBoard?.readReadonlyCache?.();if(result?.ok){readonlyCache=result.data;layer.remove();openAccessControlPanel();}else toast(result?.reason||'사용자 계정표를 새로고침하지 못했습니다.');}); if(isAdmin){ layer.querySelectorAll('[data-access-user]').forEach(row=>{"
"addEventListener","3969","layer.querySelectorAll('[data-access-user]').forEach(row=>{ const id=row.dataset.accessUser, account=accounts.find(a=>String(a.id)===String(id)); if(!account)return; row.querySelector('[data-access-toggle]')?.addEventListener('click',async()=>{ if(account.active!==false && String(account.id)===String(p.id)) return toast('현재 로그인한 관리자 계정은 자기 자신을 중지할 수 없습니다.'); const active=account.active===false; const result=await window.schoolBoard?.updateUserAccount?.({id,active});"
"addEventListener","3975","const refreshed=await window.schoolBoard?.readReadonlyCache?.(); if(refreshed?.ok)readonlyCache=refreshed.data; layer.remove();openAccessControlPanel();toast(active?'사용 승인을 완료했습니다.':'사용을 중지했습니다.'); }); row.querySelector('[data-access-save]')?.addEventListener('click',async()=>{ const role=row.querySelector('[data-access-role]')?.value||'', grade=row.querySelector('[data-access-grade]')?.value||'1', classNo=row.querySelector('[data-access-class]')?.value||''; const admin=role==='관리자'; const storedRole=admin?'관리자':role;"
"addEventListener","4805","document.body.appendChild(panel);document.body.classList.add('counsel-panel-open');updateStudentSignalIndicator(); panel.querySelector('[data-counsel-panel-close]').onclick=closeCounselSidePanel; panel.querySelector('[data-counsel-panel-cancel-edit]')?.addEventListener('click',()=>openCounselSidePanel(student.id)); panel.querySelectorAll('[data-counsel-panel-edit]').forEach(btn=>btn.onclick=()=>openCounselSidePanel(student.id,btn.dataset.counselPanelEdit)); panel.querySelector('[data-counsel-panel-draft]').onclick=()=>{"
"addEventListener","6434","$(""#drawerBody"").innerHTML=`<div class=""student-alert-message""><div class=""history-summary""><span><small>구분</small><b>${escapeHtml(studentAlertLabel(group.category))}</b></span><span><small>대상</small><b>${group.count||group.rows?.length||0}명</b></span><span><small>범위</small><b>${studentAlertClass===""all""?""전체"":`${studentAlertClass}반`}</b></span></div>${group.category===""report""?`<label class=""student-alert-form-link"">보고서 구글폼 주소<input id=""studentAlertFormUrl"" type=""url"" value=""${escapeHtml(initialUrl)}"" placeholder=""https://docs.google.com/forms/...""><small>프로그램에 저장되어 다음 미제출 안내 때 자동으로 사용됩니다.</small></label>`:""""}<textarea id=""studentAlertMessageText"" rows=""16"">${escapeHtml(buildStudentAlertMessage(group,initialUrl))}</textarea><div class=""drawer-actions"">${group.category===""report""?'<button class=""btn secondary"" data-save-student-alert-url>폼 주소 저장</button>':''}<button class=""btn primary"" data-copy-student-alert-message>안내문 복사</button></div></div>`; $(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""#studentAlertFormUrl"")?.addEventListener(""input"",()=>{$(""#studentAlertMessageText"").value=renderMessage();}); $(""[data-save-student-alert-url]"")?.addEventListener(""click"",async()=>{ const url=$(""#studentAlertFormUrl"")?.value.trim()||""""; const id=String(group.programId||"""");"
"addEventListener","6435","$(""#drawer"").classList.remove(""hidden"");$(""#drawerBackdrop"").classList.remove(""hidden""); $(""#studentAlertFormUrl"")?.addEventListener(""input"",()=>{$(""#studentAlertMessageText"").value=renderMessage();}); $(""[data-save-student-alert-url]"")?.addEventListener(""click"",async()=>{ const url=$(""#studentAlertFormUrl"")?.value.trim()||""""; const id=String(group.programId||""""); const local=(state.programs||[]).find(p=>String(p.id||p.programId||"""")===id);"
"addEventListener","6441","group.reportFormUrl=url;await save();$(""#studentAlertMessageText"").value=buildStudentAlertMessage(group,url);toast(""보고서 구글폼 주소를 저장했습니다.""); }); $(""[data-copy-student-alert-message]"")?.addEventListener(""click"",async()=>{const value=$(""#studentAlertMessageText"")?.value||"""";try{await navigator.clipboard.writeText(value);toast(""학생 안내문을 복사했습니다."");}catch{$(""#studentAlertMessageText"")?.select();document.execCommand(""copy"");toast(""학생 안내문을 복사했습니다."");}}); } function studentAlertsView(){"
